category;governorate;hour;dayOfWeek;month;maxParticipants;success_level
KARAOKE;Gafsa;22;1;6;52;LOW
SPORT;Kairouan;17;1;8;77;HIGH
CEREMONY;Monastir;11;4;10;138;MEDIUM
SPORT;Sidi Bouzid;19;2;10;43;MEDIUM
CEREMONY;Tataouine;14;0;1;161;LOW
KARAOKE;Sousse;19;5;11;55;HIGH
CINEMA;Monastir;21;5;11;25;HIGH
KARAOKE;Sousse;21;0;8;29;HIGH
CINEMA;Nabeul;19;6;4;69;HIGH
KARAOKE;Gabes;18;4;2;12;MEDIUM
OTHER;Manouba;17;3;7;22;MEDIUM
CEREMONY;Gafsa;16;4;5;120;LOW
KARAOKE;Gabes;18;6;9;11;HIGH
SPORT;Kebili;18;3;3;120;MEDIUM
CINEMA;Kasserine;17;0;7;53;MEDIUM
KARAOKE;Gabes;21;6;11;38;HIGH
OTHER;Jendouba;14;6;3;37;MEDIUM
CINEMA;Ben Arous;21;2;11;28;HIGH
CEREMONY;Sfax;9;0;7;59;MEDIUM
SPORT;Zaghouan;18;3;8;108;MEDIUM
CEREMONY;Gafsa;16;4;12;154;LOW
KARAOKE;Medenine;22;2;12;53;LOW
CEREMONY;Kef;9;1;3;33;MEDIUM
CINEMA;Manouba;17;5;4;18;HIGH
CINEMA;Monastir;18;5;4;70;HIGH
OTHER;Bizerte;10;2;8;28;MEDIUM
CEREMONY;Sidi Bouzid;9;0;3;69;LOW
CEREMONY;Monastir;14;0;8;179;MEDIUM
CINEMA;Bizerte;19;4;7;21;HIGH
KARAOKE;Tunis;18;5;12;37;HIGH
CEREMONY;Monastir;16;4;10;171;MEDIUM
KARAOKE;Ariana;21;3;8;42;HIGH
OTHER;Kebili;18;5;8;39;HIGH
SPORT;Mahdia;8;3;10;60;MEDIUM
OTHER;Ben Arous;13;5;7;70;MEDIUM
SPORT;Monastir;17;5;6;77;HIGH
CEREMONY;Tunis;10;2;12;79;MEDIUM
CEREMONY;Kairouan;14;1;9;86;MEDIUM
OTHER;Gafsa;14;4;12;94;LOW
CEREMONY;Nabeul;11;5;12;129;MEDIUM
CEREMONY;Gafsa;16;5;6;150;MEDIUM
CINEMA;Medenine;18;2;12;26;MEDIUM
CEREMONY;Nabeul;10;1;3;185;LOW
CEREMONY;Manouba;17;3;8;107;MEDIUM
CINEMA;Bizerte;21;0;1;60;MEDIUM
KARAOKE;Kairouan;19;1;9;12;MEDIUM
SPORT;Siliana;16;0;10;49;MEDIUM
SPORT;Sfax;9;3;5;63;MEDIUM
KARAOKE;Ariana;22;2;3;54;MEDIUM
OTHER;Medenine;19;0;12;16;MEDIUM
CEREMONY;Sousse;17;6;2;57;HIGH
OTHER;Medenine;21;6;2;81;MEDIUM
SPORT;Mahdia;8;1;11;35;MEDIUM
CINEMA;Kairouan;18;5;5;71;HIGH
OTHER;Monastir;20;6;2;29;HIGH
KARAOKE;Siliana;19;0;4;38;MEDIUM
CEREMONY;Tunis;10;6;8;117;HIGH
KARAOKE;Mahdia;19;0;5;33;MEDIUM
CEREMONY;Kairouan;16;5;4;68;HIGH
OTHER;Sidi Bouzid;21;1;3;64;LOW
CEREMONY;Sidi Bouzid;14;6;9;122;MEDIUM
SPORT;Sousse;9;6;1;111;MEDIUM
OTHER;Ben Arous;10;2;6;61;MEDIUM
CINEMA;Sidi Bouzid;17;3;1;34;MEDIUM
OTHER;Ariana;19;5;11;76;HIGH
KARAOKE;Sidi Bouzid;21;5;12;45;MEDIUM
KARAOKE;Kebili;20;2;1;27;MEDIUM
OTHER;Medenine;11;5;7;67;MEDIUM
CINEMA;Sfax;21;6;10;71;HIGH
KARAOKE;Tataouine;21;6;4;29;HIGH
SPORT;Ariana;17;2;7;112;HIGH
CINEMA;Mahdia;21;2;4;26;MEDIUM
OTHER;Sfax;13;4;6;91;LOW
CINEMA;Tunis;17;6;9;48;HIGH
CINEMA;Kef;20;4;2;22;MEDIUM
KARAOKE;Jendouba;22;2;2;13;LOW
SPORT;Sousse;10;4;12;20;MEDIUM
CEREMONY;Siliana;10;6;12;178;LOW
OTHER;Tozeur;19;5;9;86;MEDIUM
CINEMA;Kairouan;19;2;11;32;MEDIUM
CEREMONY;Mahdia;16;1;2;113;MEDIUM
OTHER;Gabes;12;6;6;68;MEDIUM
SPORT;Nabeul;18;3;7;30;HIGH
SPORT;Ariana;16;1;8;47;HIGH
CEREMONY;Ben Arous;11;5;9;133;MEDIUM
OTHER;Sfax;17;6;7;43;HIGH
OTHER;Monastir;19;3;8;98;MEDIUM
CEREMONY;Kebili;14;6;3;66;MEDIUM
OTHER;Nabeul;16;5;8;26;HIGH
OTHER;Mahdia;10;5;4;68;MEDIUM
CEREMONY;Ariana;16;1;9;124;MEDIUM
SPORT;Medenine;19;3;2;35;HIGH
KARAOKE;Gabes;20;0;9;19;MEDIUM
SPORT;Kairouan;10;2;5;57;MEDIUM
CEREMONY;Tunis;17;1;3;180;MEDIUM
CEREMONY;Ariana;11;2;4;76;MEDIUM
CEREMONY;Tunis;9;4;6;47;MEDIUM
SPORT;Sidi Bouzid;16;4;5;92;LOW
CEREMONY;Siliana;17;3;8;185;MEDIUM
CINEMA;Nabeul;21;5;8;72;HIGH
CEREMONY;Nabeul;17;5;6;52;HIGH
OTHER;Gafsa;18;3;7;39;MEDIUM
CEREMONY;Siliana;15;0;11;143;LOW
KARAOKE;Tataouine;18;6;3;55;MEDIUM
SPORT;Gabes;18;6;12;59;HIGH
OTHER;Tataouine;10;5;9;20;MEDIUM
CINEMA;Medenine;21;4;1;39;MEDIUM
CEREMONY;Mahdia;9;0;11;166;LOW
CINEMA;Tunis;19;6;4;46;HIGH
OTHER;Sousse;10;6;9;87;MEDIUM
KARAOKE;Kasserine;22;0;8;11;MEDIUM
KARAOKE;Sidi Bouzid;19;3;1;43;MEDIUM
KARAOKE;Kasserine;20;0;2;16;MEDIUM
OTHER;Zaghouan;13;1;3;42;LOW
SPORT;Nabeul;10;3;11;41;MEDIUM
SPORT;Medenine;10;1;1;111;LOW
SPORT;Kef;16;0;6;38;MEDIUM
CEREMONY;Siliana;11;3;2;43;LOW
CINEMA;Beja;21;4;4;78;MEDIUM
OTHER;Mahdia;15;0;5;17;MEDIUM
KARAOKE;Sousse;22;3;2;40;MEDIUM
SPORT;Sidi Bouzid;18;1;1;54;MEDIUM
OTHER;Gabes;19;0;4;81;LOW
CINEMA;Kef;21;3;8;25;MEDIUM
OTHER;Bizerte;21;1;6;79;MEDIUM
CINEMA;Beja;21;3;9;72;MEDIUM
SPORT;Tunis;19;3;10;57;HIGH
CINEMA;Tunis;17;3;5;47;MEDIUM
CEREMONY;Kairouan;17;5;4;179;MEDIUM
OTHER;Kef;9;1;12;78;LOW
OTHER;Ben Arous;13;0;7;99;LOW
SPORT;Nabeul;18;4;5;75;HIGH
CINEMA;Medenine;21;6;6;58;HIGH
KARAOKE;Tozeur;21;2;4;52;MEDIUM
KARAOKE;Siliana;19;3;10;31;MEDIUM
SPORT;Tozeur;9;5;1;97;MEDIUM
CEREMONY;Tunis;9;5;3;135;MEDIUM
OTHER;Tozeur;20;3;7;78;MEDIUM
SPORT;Tataouine;18;0;9;23;HIGH
CEREMONY;Gafsa;9;2;7;183;LOW
KARAOKE;Kasserine;19;6;12;10;HIGH
SPORT;Sousse;10;1;8;21;HIGH
CINEMA;Kebili;17;6;5;60;MEDIUM
CINEMA;Ben Arous;21;5;5;43;HIGH
CINEMA;Monastir;19;0;5;78;MEDIUM
OTHER;Bizerte;9;1;11;60;LOW
SPORT;Jendouba;17;4;8;41;MEDIUM
OTHER;Bizerte;19;5;10;96;MEDIUM
OTHER;Gabes;11;0;10;26;LOW
SPORT;Nabeul;10;4;4;86;MEDIUM
KARAOKE;Bizerte;18;5;11;44;HIGH
OTHER;Jendouba;19;4;8;10;MEDIUM
CEREMONY;Tataouine;16;5;1;112;MEDIUM
CEREMONY;Sidi Bouzid;11;0;11;162;LOW
CEREMONY;Monastir;11;4;1;87;MEDIUM
SPORT;Jendouba;16;4;8;60;MEDIUM
SPORT;Kasserine;9;2;2;93;LOW
SPORT;Kebili;9;5;7;29;HIGH
CINEMA;Bizerte;18;2;5;23;MEDIUM
SPORT;Tunis;16;3;1;95;MEDIUM
KARAOKE;Jendouba;19;0;8;25;MEDIUM
KARAOKE;Ariana;20;4;4;14;HIGH
OTHER;Medenine;16;6;2;90;MEDIUM
CEREMONY;Gabes;9;0;1;38;MEDIUM
CEREMONY;Siliana;17;5;2;62;HIGH
SPORT;Sousse;8;2;10;100;MEDIUM
CEREMONY;Ben Arous;9;5;1;173;MEDIUM
SPORT;Kef;19;3;7;32;HIGH
OTHER;Sidi Bouzid;12;6;10;94;LOW
OTHER;Tunis;16;3;8;64;MEDIUM
OTHER;Medenine;10;2;11;96;LOW
SPORT;Sousse;17;2;10;44;HIGH
SPORT;Manouba;8;4;12;28;MEDIUM
OTHER;Bizerte;18;1;11;75;MEDIUM
KARAOKE;Kairouan;21;3;12;49;MEDIUM
CEREMONY;Zaghouan;10;1;1;45;LOW
CINEMA;Kef;21;3;9;60;MEDIUM
KARAOKE;Gabes;22;6;3;19;MEDIUM
CEREMONY;Kef;15;2;5;124;LOW
SPORT;Mahdia;17;5;11;38;HIGH
SPORT;Beja;17;6;9;26;HIGH
CEREMONY;Kairouan;10;1;11;81;LOW
SPORT;Siliana;9;5;8;108;MEDIUM
CEREMONY;Medenine;16;2;10;174;LOW
KARAOKE;Medenine;20;3;6;20;HIGH
SPORT;Sousse;19;0;8;48;HIGH
SPORT;Tataouine;9;5;4;79;MEDIUM
OTHER;Bizerte;12;3;12;52;LOW
CEREMONY;Bizerte;14;1;1;122;MEDIUM
SPORT;Ben Arous;10;0;9;34;HIGH
CINEMA;Kef;20;1;11;61;MEDIUM
SPORT;Tunis;9;1;5;42;MEDIUM
CINEMA;Jendouba;18;2;9;46;MEDIUM
CINEMA;Bizerte;17;1;5;27;MEDIUM
SPORT;Gafsa;9;3;11;120;LOW
SPORT;Siliana;9;2;8;50;MEDIUM
KARAOKE;Kairouan;19;4;10;37;MEDIUM
SPORT;Manouba;9;1;4;44;MEDIUM
OTHER;Kasserine;20;2;6;86;LOW
CEREMONY;Tataouine;10;0;10;180;LOW
CINEMA;Sfax;19;6;3;56;HIGH
CINEMA;Ariana;19;6;3;80;HIGH
OTHER;Monastir;12;5;2;70;MEDIUM
OTHER;Ben Arous;11;4;7;92;LOW
OTHER;Kairouan;16;4;8;32;MEDIUM
KARAOKE;Tozeur;20;4;12;40;MEDIUM
CEREMONY;Monastir;11;4;7;193;MEDIUM
OTHER;Tataouine;9;1;4;35;LOW
CEREMONY;Beja;14;1;5;138;LOW
CEREMONY;Gabes;10;6;6;95;MEDIUM
OTHER;Ben Arous;11;6;2;47;MEDIUM
CEREMONY;Mahdia;11;1;10;40;MEDIUM
CEREMONY;Mahdia;15;2;7;145;MEDIUM
CEREMONY;Sidi Bouzid;14;2;8;111;MEDIUM
KARAOKE;Kasserine;18;1;8;24;MEDIUM
KARAOKE;Tataouine;18;2;2;28;MEDIUM
OTHER;Mahdia;17;5;2;45;MEDIUM
CINEMA;Manouba;17;0;6;19;HIGH
OTHER;Bizerte;14;1;11;52;LOW
KARAOKE;Kef;20;1;12;48;MEDIUM
CINEMA;Tozeur;21;2;1;53;MEDIUM
KARAOKE;Kairouan;21;3;10;58;MEDIUM
SPORT;Monastir;18;4;3;70;HIGH
CINEMA;Beja;18;3;4;74;MEDIUM
CEREMONY;Siliana;17;0;6;78;MEDIUM
CEREMONY;Tozeur;14;1;8;145;MEDIUM
OTHER;Tunis;14;1;10;26;MEDIUM
KARAOKE;Kebili;18;3;11;32;MEDIUM
KARAOKE;Beja;21;3;11;58;MEDIUM
CEREMONY;Tozeur;15;2;6;180;LOW
SPORT;Gabes;19;0;3;39;HIGH
KARAOKE;Gabes;22;4;10;35;MEDIUM
CEREMONY;Bizerte;14;0;9;128;MEDIUM
CINEMA;Monastir;17;2;10;72;MEDIUM
KARAOKE;Ben Arous;19;0;11;45;MEDIUM
CINEMA;Ariana;21;3;1;38;HIGH
CINEMA;Ben Arous;20;2;4;44;MEDIUM
KARAOKE;Gafsa;22;0;8;13;MEDIUM
KARAOKE;Mahdia;18;1;6;36;HIGH
CEREMONY;Zaghouan;9;1;9;137;LOW
CEREMONY;Kebili;9;3;4;63;LOW
CINEMA;Kef;20;6;12;75;MEDIUM
CINEMA;Medenine;21;2;10;40;MEDIUM
OTHER;Tozeur;19;3;5;35;MEDIUM
SPORT;Nabeul;16;0;7;97;MEDIUM
CINEMA;Mahdia;19;4;8;73;MEDIUM
CEREMONY;Gabes;9;5;2;103;MEDIUM
CEREMONY;Kairouan;16;6;12;106;MEDIUM
CEREMONY;Medenine;17;6;3;136;HIGH
CINEMA;Zaghouan;21;5;7;73;HIGH
CEREMONY;Gafsa;10;5;10;54;MEDIUM
CEREMONY;Tozeur;9;1;3;100;LOW
OTHER;Kef;19;0;12;37;MEDIUM
CEREMONY;Sidi Bouzid;17;4;2;124;MEDIUM
SPORT;Manouba;17;6;6;72;HIGH
CEREMONY;Zaghouan;11;1;9;41;LOW
CEREMONY;Tunis;9;5;12;148;MEDIUM
CEREMONY;Siliana;16;3;4;131;LOW
SPORT;Tunis;10;0;12;37;MEDIUM
KARAOKE;Gafsa;21;3;8;14;MEDIUM
SPORT;Sfax;18;1;12;76;HIGH
CINEMA;Monastir;19;6;3;36;HIGH
SPORT;Medenine;8;1;5;35;MEDIUM
OTHER;Kebili;15;1;2;95;LOW
SPORT;Gafsa;10;1;8;65;MEDIUM
CINEMA;Bizerte;17;5;9;42;HIGH
CEREMONY;Tozeur;9;6;11;163;LOW
SPORT;Kasserine;18;2;8;26;HIGH
OTHER;Tunis;9;6;7;35;HIGH
CINEMA;Kairouan;18;1;2;17;MEDIUM
CEREMONY;Tunis;9;2;4;46;MEDIUM
CINEMA;Manouba;18;5;3;20;HIGH
CEREMONY;Mahdia;9;6;6;112;MEDIUM
OTHER;Tataouine;12;4;4;79;LOW
CEREMONY;Sidi Bouzid;9;1;4;57;LOW
KARAOKE;Siliana;19;0;7;51;MEDIUM
KARAOKE;Tunis;21;1;8;24;HIGH
SPORT;Gafsa;19;2;11;99;MEDIUM
KARAOKE;Ariana;18;1;7;29;HIGH
OTHER;Monastir;10;5;9;82;MEDIUM
CINEMA;Jendouba;17;4;6;64;MEDIUM
CINEMA;Siliana;18;5;12;55;MEDIUM
CEREMONY;Ben Arous;11;0;10;179;LOW
CEREMONY;Kasserine;15;5;12;89;MEDIUM
OTHER;Gabes;20;0;4;12;MEDIUM
OTHER;Manouba;13;1;12;64;LOW
CINEMA;Medenine;17;0;3;62;MEDIUM
CEREMONY;Kef;10;1;7;82;LOW
SPORT;Beja;18;4;8;114;MEDIUM
KARAOKE;Nabeul;20;2;11;60;MEDIUM
SPORT;Mahdia;19;3;11;56;HIGH
SPORT;Beja;19;5;6;63;HIGH
CINEMA;Bizerte;21;0;11;46;MEDIUM
CINEMA;Medenine;20;4;6;38;HIGH
CEREMONY;Tataouine;9;0;8;47;MEDIUM
CINEMA;Ariana;18;1;3;26;HIGH
CINEMA;Gabes;21;6;4;45;HIGH
OTHER;Ben Arous;15;5;8;49;HIGH
CINEMA;Kebili;18;1;7;37;MEDIUM
OTHER;Beja;13;2;10;67;LOW
CINEMA;Jendouba;20;0;6;65;MEDIUM
CEREMONY;Zaghouan;14;3;7;159;LOW
OTHER;Kebili;15;6;3;71;MEDIUM
SPORT;Kasserine;16;6;2;117;MEDIUM
KARAOKE;Medenine;22;1;9;56;LOW
CINEMA;Jendouba;20;3;5;73;MEDIUM
KARAOKE;Kasserine;22;4;8;14;MEDIUM
KARAOKE;Nabeul;21;1;3;22;HIGH
SPORT;Tunis;19;4;12;112;MEDIUM
KARAOKE;Monastir;21;3;7;57;HIGH
KARAOKE;Kasserine;21;2;11;47;MEDIUM
SPORT;Sidi Bouzid;8;0;7;92;LOW
CINEMA;Bizerte;20;2;12;59;MEDIUM
OTHER;Tozeur;16;5;12;57;MEDIUM
SPORT;Tataouine;16;3;12;51;MEDIUM
CINEMA;Monastir;17;6;6;18;HIGH
CINEMA;Jendouba;21;3;11;33;MEDIUM
KARAOKE;Beja;22;4;11;20;LOW
SPORT;Manouba;19;0;11;111;MEDIUM
CEREMONY;Kasserine;16;4;2;162;LOW
CINEMA;Sidi Bouzid;18;6;7;47;HIGH
KARAOKE;Mahdia;22;5;7;47;MEDIUM
KARAOKE;Kebili;21;6;12;15;HIGH
SPORT;Tataouine;17;6;6;38;HIGH
KARAOKE;Kebili;19;5;7;54;HIGH
KARAOKE;Tunis;19;6;8;10;HIGH
SPORT;Ben Arous;19;5;7;87;HIGH
CEREMONY;Tataouine;11;5;7;73;MEDIUM
CINEMA;Kairouan;18;5;3;40;HIGH
CEREMONY;Zaghouan;15;0;8;175;LOW
CINEMA;Zaghouan;18;0;12;38;MEDIUM
CINEMA;Jendouba;20;3;11;28;MEDIUM
CINEMA;Ben Arous;19;0;7;30;HIGH
KARAOKE;Ben Arous;20;0;10;25;HIGH
CEREMONY;Monastir;16;6;2;32;HIGH
SPORT;Jendouba;19;0;11;94;MEDIUM
SPORT;Manouba;9;4;1;68;MEDIUM
OTHER;Mahdia;21;2;8;70;MEDIUM
KARAOKE;Medenine;21;2;6;53;MEDIUM
KARAOKE;Siliana;19;2;11;35;MEDIUM
CEREMONY;Medenine;9;2;6;55;MEDIUM
SPORT;Sousse;19;5;7;112;HIGH
CINEMA;Tunis;21;0;9;50;MEDIUM
CINEMA;Kairouan;20;4;11;75;MEDIUM
OTHER;Sidi Bouzid;19;1;1;91;LOW
KARAOKE;Tunis;20;6;1;57;HIGH
KARAOKE;Gafsa;21;1;10;41;MEDIUM
CEREMONY;Kebili;15;6;2;119;MEDIUM
CEREMONY;Monastir;16;6;12;55;HIGH
CEREMONY;Kef;15;1;12;66;MEDIUM
OTHER;Gabes;21;6;12;74;MEDIUM
SPORT;Nabeul;16;6;2;58;HIGH
OTHER;Sousse;11;3;2;71;LOW
OTHER;Beja;12;1;3;94;LOW
SPORT;Manouba;16;5;1;40;HIGH
KARAOKE;Kasserine;20;1;12;26;MEDIUM
CEREMONY;Gafsa;9;5;3;166;LOW
CEREMONY;Ben Arous;17;5;6;87;HIGH
OTHER;Medenine;10;5;6;58;MEDIUM
CEREMONY;Tataouine;16;6;9;141;MEDIUM
CINEMA;Beja;19;0;5;26;MEDIUM
SPORT;Ben Arous;10;5;10;44;HIGH
SPORT;Gabes;10;1;6;68;MEDIUM
OTHER;Kebili;9;2;1;85;LOW
OTHER;Bizerte;15;3;6;56;MEDIUM
CINEMA;Mahdia;21;4;4;28;MEDIUM
CEREMONY;Tunis;15;6;8;110;HIGH
CINEMA;Kef;18;3;11;73;MEDIUM
CINEMA;Medenine;19;1;12;19;MEDIUM
OTHER;Siliana;13;4;12;25;LOW
KARAOKE;Tozeur;22;3;11;23;LOW
CEREMONY;Kef;16;3;1;115;LOW
CINEMA;Tozeur;18;6;12;43;MEDIUM
SPORT;Zaghouan;19;3;12;70;MEDIUM
KARAOKE;Gafsa;19;0;9;35;MEDIUM
KARAOKE;Sidi Bouzid;21;2;7;35;MEDIUM
SPORT;Mahdia;18;2;5;109;MEDIUM
CINEMA;Tozeur;21;3;2;31;MEDIUM
KARAOKE;Gabes;18;6;12;29;HIGH
CEREMONY;Tataouine;10;4;3;143;LOW
CEREMONY;Kef;10;1;4;80;LOW
SPORT;Kairouan;18;6;10;33;HIGH
CINEMA;Kasserine;20;5;3;22;HIGH
SPORT;Kairouan;16;1;1;35;MEDIUM
OTHER;Tataouine;14;4;7;29;MEDIUM
CEREMONY;Beja;9;0;4;131;LOW
CEREMONY;Kef;16;4;3;197;LOW
CEREMONY;Tozeur;17;5;11;52;HIGH
CEREMONY;Tataouine;14;2;11;197;LOW
CEREMONY;Kairouan;9;0;2;51;MEDIUM
SPORT;Monastir;18;5;9;48;HIGH
SPORT;Gabes;17;4;8;55;HIGH
SPORT;Gabes;9;3;8;102;MEDIUM
CEREMONY;Kef;15;1;2;113;LOW
SPORT;Tozeur;19;6;9;43;HIGH
CEREMONY;Tozeur;9;3;9;167;LOW
OTHER;Monastir;10;4;10;78;LOW
SPORT;Bizerte;18;0;3;96;MEDIUM
CINEMA;Tunis;21;3;6;30;HIGH
SPORT;Nabeul;17;1;11;40;HIGH
SPORT;Sfax;10;6;1;30;HIGH
SPORT;Mahdia;10;2;9;41;MEDIUM
CEREMONY;Gafsa;9;1;5;41;LOW
OTHER;Kef;19;4;8;27;MEDIUM
OTHER;Monastir;20;2;9;55;MEDIUM
OTHER;Sfax;17;1;12;22;MEDIUM
SPORT;Beja;8;1;3;58;LOW
CINEMA;Nabeul;21;4;4;60;MEDIUM
KARAOKE;Nabeul;22;3;2;45;MEDIUM
KARAOKE;Jendouba;21;5;3;35;HIGH
CEREMONY;Ben Arous;11;5;7;66;HIGH
OTHER;Bizerte;10;5;12;44;MEDIUM
CINEMA;Tozeur;19;4;11;80;MEDIUM
OTHER;Zaghouan;15;6;3;50;MEDIUM
CEREMONY;Kasserine;9;4;4;49;LOW
KARAOKE;Manouba;22;0;11;45;LOW
CEREMONY;Ben Arous;11;5;2;122;MEDIUM
KARAOKE;Jendouba;19;6;4;27;HIGH
SPORT;Manouba;16;1;7;33;HIGH
SPORT;Zaghouan;17;5;5;95;MEDIUM
CEREMONY;Manouba;15;2;12;176;LOW
KARAOKE;Sfax;20;4;2;13;HIGH
CINEMA;Siliana;20;1;6;66;MEDIUM
CEREMONY;Gabes;10;2;1;161;LOW
CINEMA;Gafsa;18;1;7;49;MEDIUM
SPORT;Kebili;18;2;12;119;MEDIUM
CINEMA;Gafsa;21;3;12;73;MEDIUM
CINEMA;Sousse;19;6;8;79;HIGH
KARAOKE;Jendouba;21;4;12;24;MEDIUM
KARAOKE;Tataouine;18;2;7;59;MEDIUM
KARAOKE;Ben Arous;18;0;12;25;HIGH
SPORT;Zaghouan;17;0;2;115;MEDIUM
KARAOKE;Sfax;21;6;1;37;HIGH
OTHER;Kebili;11;3;8;75;LOW
OTHER;Tozeur;10;3;1;88;LOW
CINEMA;Kebili;17;5;7;59;HIGH
CINEMA;Kebili;21;5;10;20;HIGH
OTHER;Sousse;11;5;9;38;MEDIUM
CINEMA;Ben Arous;19;6;3;80;HIGH
KARAOKE;Ariana;21;3;7;20;HIGH
KARAOKE;Manouba;20;5;4;44;HIGH
SPORT;Kef;10;3;5;53;LOW
CINEMA;Tunis;21;3;4;54;MEDIUM
OTHER;Ariana;16;4;8;17;MEDIUM
KARAOKE;Tunis;22;3;6;29;MEDIUM
KARAOKE;Manouba;18;2;12;21;MEDIUM
CEREMONY;Kairouan;9;0;7;155;LOW
CINEMA;Ben Arous;21;4;3;67;MEDIUM
SPORT;Monastir;8;1;11;52;MEDIUM
CINEMA;Monastir;20;2;5;61;MEDIUM
CEREMONY;Zaghouan;15;6;5;57;MEDIUM
CEREMONY;Gafsa;17;3;3;65;MEDIUM
KARAOKE;Kebili;21;0;6;55;MEDIUM
CINEMA;Manouba;18;2;1;32;MEDIUM
CEREMONY;Sidi Bouzid;16;2;1;71;MEDIUM
CINEMA;Monastir;19;0;7;77;HIGH
OTHER;Monastir;21;5;12;26;HIGH
KARAOKE;Kasserine;22;5;12;34;MEDIUM
CINEMA;Manouba;17;6;1;31;HIGH
CINEMA;Kairouan;21;0;11;45;MEDIUM
SPORT;Gafsa;19;2;7;96;MEDIUM
SPORT;Sidi Bouzid;16;2;5;82;LOW
SPORT;Sidi Bouzid;9;4;3;113;LOW
OTHER;Zaghouan;12;2;2;43;LOW
CINEMA;Gafsa;20;1;8;28;MEDIUM
OTHER;Medenine;11;1;10;90;LOW
CINEMA;Beja;17;1;7;19;MEDIUM
KARAOKE;Bizerte;19;3;1;49;MEDIUM
CINEMA;Ben Arous;17;3;7;54;HIGH
CINEMA;Beja;19;3;8;22;MEDIUM
OTHER;Sidi Bouzid;19;0;5;24;MEDIUM
KARAOKE;Kairouan;20;2;12;36;MEDIUM
CINEMA;Siliana;17;1;1;15;MEDIUM
SPORT;Gafsa;18;2;4;56;MEDIUM
CEREMONY;Jendouba;15;0;7;77;MEDIUM
KARAOKE;Monastir;20;2;5;17;HIGH
SPORT;Gafsa;8;5;9;118;MEDIUM
CINEMA;Siliana;19;5;6;62;HIGH
CINEMA;Tataouine;19;1;10;64;MEDIUM
SPORT;Manouba;9;5;12;97;MEDIUM
SPORT;Ariana;17;5;4;44;HIGH
CEREMONY;Manouba;9;4;10;117;LOW
KARAOKE;Kebili;21;6;4;44;MEDIUM
CINEMA;Ariana;18;1;7;47;HIGH
OTHER;Kairouan;14;3;11;25;MEDIUM
CEREMONY;Ben Arous;14;3;9;158;MEDIUM
SPORT;Zaghouan;17;2;12;36;MEDIUM
KARAOKE;Ariana;22;0;12;22;MEDIUM
CEREMONY;Monastir;16;4;9;49;MEDIUM
CINEMA;Sousse;21;3;9;64;MEDIUM
CEREMONY;Medenine;11;1;3;30;MEDIUM
CINEMA;Gabes;18;4;12;16;MEDIUM
OTHER;Sousse;17;5;12;77;HIGH
KARAOKE;Kef;19;2;12;27;MEDIUM
OTHER;Manouba;11;1;1;78;LOW
CINEMA;Kef;17;5;3;50;MEDIUM
CINEMA;Jendouba;17;5;4;41;MEDIUM
OTHER;Manouba;9;5;6;90;MEDIUM
OTHER;Kairouan;14;0;12;80;LOW
KARAOKE;Kebili;19;3;10;28;MEDIUM
KARAOKE;Ariana;18;6;6;24;HIGH
KARAOKE;Zaghouan;20;0;9;52;MEDIUM
OTHER;Manouba;20;5;12;58;MEDIUM
KARAOKE;Tataouine;22;4;4;38;LOW
CINEMA;Siliana;19;1;10;65;MEDIUM
CINEMA;Sousse;18;5;12;70;HIGH
KARAOKE;Nabeul;21;0;8;21;HIGH
CEREMONY;Zaghouan;17;6;3;78;HIGH
OTHER;Monastir;20;1;11;46;MEDIUM
SPORT;Kef;9;1;7;107;LOW
OTHER;Bizerte;10;1;2;64;LOW
CINEMA;Sousse;20;0;12;32;HIGH
SPORT;Medenine;8;3;7;22;MEDIUM
SPORT;Tunis;19;6;11;25;HIGH
CINEMA;Beja;17;2;3;16;MEDIUM
SPORT;Manouba;17;5;6;110;HIGH
SPORT;Bizerte;9;3;10;76;MEDIUM
CINEMA;Kef;19;3;3;46;MEDIUM
SPORT;Sfax;18;2;11;89;HIGH
SPORT;Tunis;19;0;2;89;MEDIUM
KARAOKE;Manouba;22;6;7;19;HIGH
SPORT;Beja;8;1;7;69;MEDIUM
CINEMA;Kairouan;19;1;11;64;MEDIUM
SPORT;Monastir;9;0;4;33;MEDIUM
KARAOKE;Kairouan;18;4;6;17;HIGH
KARAOKE;Ben Arous;18;4;3;21;HIGH
CEREMONY;Mahdia;11;4;3;138;LOW
CINEMA;Gafsa;19;4;5;59;MEDIUM
SPORT;Jendouba;16;5;6;53;HIGH
SPORT;Tunis;19;1;11;38;HIGH
KARAOKE;Nabeul;21;3;12;60;MEDIUM
CEREMONY;Ben Arous;9;4;7;101;MEDIUM
CINEMA;Ben Arous;19;1;3;64;MEDIUM
KARAOKE;Siliana;21;3;8;54;MEDIUM
CEREMONY;Medenine;17;5;6;65;HIGH
CINEMA;Kasserine;20;4;8;78;MEDIUM
OTHER;Sfax;12;3;2;84;LOW
CEREMONY;Mahdia;15;6;12;86;MEDIUM
SPORT;Beja;10;0;4;22;MEDIUM
KARAOKE;Sfax;21;1;2;13;HIGH
KARAOKE;Kairouan;19;2;8;19;HIGH
OTHER;Sidi Bouzid;12;1;4;17;LOW
CINEMA;Manouba;18;3;12;18;MEDIUM
CEREMONY;Kairouan;9;5;2;199;MEDIUM
OTHER;Ben Arous;16;6;10;30;HIGH
